ReviewText,Rating,Sentiment
came for office party.. food is just okay.. they have dance floor also.. ambiance is okay not very great.. maybe top floor have better ambiance.. overall ok ok place..,3,Neutral
"pub was superb...rooftop, great ambiance, good music , dance floor but food was ok..most of the popular drinks was not available ☹️.. overall good😊",3,Neutral
"a beautiful set up ambience,fancy setup, great interior,flashy menu,decent food, fantastic service,and worth of money.
we went yesterday you can't believe the food test is so good than others restaurant making
finally we enjoyed it",4,Positive
"nice place with an awesome ambience.
delicious food and customizations are considered.
service must be improved as i didn't found any one to guide or receive when i entered (12:30pm)",3,Neutral
cocktails are awesome. great ambience. food is good. fish starters are tasty. i seated at rooftop. nice place to hang out with friends and colleagues.,5,Positive
ambience in here is nice it's my go get hangout place and sure about food it's good .. good for casual and team especially when there is a match coz it's got a big screen with open roof top space.,3,Neutral
i been to this with my office colleagues. everything's seems perfect expect the dj in this bar. they need to improve on this asap. drinks are little expensive,3,Neutral
"food is horrible , cost( both bar and food ) are too costly and the taste of food don't justify the price.but ambiance is okay , music is nice . good place for drinking but food ! ah ah no",3,Neutral
"its a great place to visit with a couple of friends for some drinks and food. the staff is very cooperative and helpful. the crowd is okay. the ambience is the thing i liked the most. an open terrace option just adds up to the charm of the night. all in all, its among the best places in hyderabad to have food and drinks. so let the drinks pour in! cheers!",5,Positive
"been here couple of times on weekdays, it has both open area and closed area too the ambience was nice. the quality of food is ok ok...dj was good. the service was fine but you are not valued if you are going as a stag... after spending some time felt its too cold outside so asked if i can go to closed area but they refused even after requesting which made me to leave the place earlier.

food:4/5
ambience:4.5/5
music:4.5/5
service:3/5",3,Neutral
"i have been here during some odi match.
have used little coupon, which really helped our pocket. there are 2 sittingareas, one outside where they had put screens and inside which is dance floor in suppose, i opted for out sitting.
one by one we tried almost all the veg starters with cocktails.
everything was just perfect. match drinks and snacks.i definitely recommend this place.
so here are my ratings
food: 4*
ambience: 4*
pocket friendly: 3* google all deals/coupon options, and you will be mpre than happy.",4,Positive
"went to skyhy with great expectations but pathetic service and very bad food quality.wasted almost 1hr for food to arrive ,and they served the wrong item.

very disappointed,will not prefer to return again",1,Very Negative
"ambience and dance floor are primary attractions at the restaurant.
zomato coupons are pretty well acknowledged.
drinks are really worth with zomato inclusion.
both veg & non-veg starters are delicious.
worth for the money",5,Positive
"place is nice , it has open area on terrace and closed area too. have been here twice and found that the service is nice but the quality of food is not that great. dj was good. and once out of 2 times, have experienced power cut and the team was not able to have the backup for 30mins. but this might be a one off case so should be fine. its an average place to be there.",3,Neutral
"chilled out place for office party. went at 6pm and place was super quiet. if you have good company and want to have relaxed drinking experience, go before 7 pm. zomato gold works well, you can pay using dineout app. staff is super cool.",5,Positive
"non veg wasn’t good at all. ordered fish, chicken wings, both were vry bad.
veg was good though, ordered chilly mushroom and crispy corn. chill mushroom ws exceptionally good",3,Neutral
"worst place went soo far, don't believe in pictures, quality of food is worst, dj was very very very bad. disgusting place. seen in zomato impressed with pictures but came to a worst place",1,Very Negative
"coming to the tast. it was above average can't say the best. but tastes good enough.
but when it comes to serving, the boys are very slow need to improve",4,Positive
"food : 4
ambiance : 4
service : 4
pocket pinch : around 9k for 9 people with 6 zomato golds and around 15 starters.

i went in a group of 9 people on a thursday night and the place was pretty empty. they were playing nice funky music and the ambiance was really nice. the service was fine like any other party place had and the taste of food was also decent. even though we were 9 people, they allowed us to use 6 zomato golds and i really appreciate it☺️

the corn and cheese triangles were awesome.
the food was served really hot and the place would be fun when there is right crowd.

overall, a good experience.",4,Positive
"the best hangouts place with friends and girlfriend and it had good dance floor. i got good variety of liquor brands also but the food is main concern in terms of both taste and quantity.for quires contact sujith_reddy12 in instagram
skyhy",3,Neutral
went with friends here. the food is really good. went on to the dance floor and it was a nice experience. the view from the roof is really nice.,5,Positive
"they did not allow entry at 11:07pm today, just saying that they allow till 11pm why then it's mentioned that we can enjoy till 1 am ????????? that too on saturday ???",1,Very Negative
food was mediocre and had to wait an hour just to get the starters. a rooftop devoid of a view . only good thing about the place was the dance floor .,3,Neutral
whoever is a stag remember that you won't be allowed in 5th floor even though you have booked through zomatoand they recommend you to 4th floor masti sports bar.bad experience.i won't recommend this place to anyone.stay away,1,Very Negative
"good for group outings. they provide rooftop seating arrangements.
music can be better for the dance floor. ambience is okay. food is average. good staff though. they are helpful and friendly.",3,Neutral
"just because a bunch of corporate guys request for retro songs, you shouldn't ignore the rest of the crowd. please consider it serious! food is ok.",1,Very Negative
"amazing chef. order anything in fish, it will be utterly tasty. i would call it a best place for ambience and music is perfect. visited twice, pretty descent crowd. delay in service. due to lack of staff headcount. all it comes to your starving, cz u need to wait for it. never stop yourself to visit this place.",4,Positive
"delicious food with good quantity.

yesterday was the first time we been there at sky hy. it is a good place to spend some quality time with your friends and loved ones. the food was great and delicious. the place is not like a typical pub where in you can get drunk and have good food but it is more like a place wherein you can chit chat and hang over. coming to the food, we had paneer tikka, chicken majestic, and chicken tikka pizza which are execellent in taste they are delicious.",4,Positive
been here on a saturday evening. the service looked a bit slow but the food tasted good. they allow stags without any cover charge but they don’t let you enter the dance floor if you’re one. the staff is also very co-operative. go here as a crowd and you would love it.,3,Neutral
"good place for a open air n music with nice barmans special drinks!
nice music and dance accordingly basis your crowd, must try on barmans special!❤️",4,Positive
great ambience and perfect roof top bar!!! good service and decent variety of liquor and super pocket friendly!!! must visit to unwind!!! the food what ever i ordered was ok (no complaints). visit here to unwind!!! one suggestion pls change the live band if the original artists hear them they will all kill them selves!!!!!!,4,Positive
me and my friends were at this pace for saturday club night. dance floor is spacious .ambience is good .overall my experience was good though there was delay in our order,1,Very Negative
the place is cool and the person who served us (sahoo) is too good. nice place to visit again and chill out. nice place to hang out with friends,5,Positive
"5 of us had been to dis place on 27th night, good place, decent set up, food is good, dj is good, parking,lift area poor,conjusted weekends.",3,Neutral
nice ambience with roof top and good music..good place to hangout with friends for parties in the weekends ... mr. sahu's assistance is appreciable...,5,Positive
"lovely food
lovely drinks with's make silu

please don't forget to visit this place if u, re in gachibowli. for the most happening nigh
this please will never disappoints you.",5,Positive
"this place has amazing setup, separated in multiple sections. so one can have romantic dates, casual hangouts, dj dance parties.
i love the interior n decor of the place. it looks quite classy. they can do it bit better though.
there are multiple events going on this place, make it more interesting. the dance floor is big and closed to give u the thumping sound. there is a huge screen for live matches.

food: i have loved the food here be it veg or non veg. fish is quite good. the masala level is decent. liquor collection is good. but i don't find cocktails much interesting here.

value for money: the price is pretty decent compared to the peer pubs. food menu is very reasonable.

the service is good. front desk receptionists are helpful in getting you a seat.",4,Positive
"everything one needs. seating at fully friendly bar man ..sillu.....? thank u for your service n drink

biggest place gachiwali area n quality of food was delicious we really testy and service is very fast➕ . overall 5 to 5 we definitely recommende.?......?.......",5,Positive
"was there for dinner on a weekday. the ambience is sombre. they have a wide variety of menu ranging from european to chinese to hyderabadi biryanis. tried the virgin guava mary mocktail,which was really good. the chicken quesadillas were delicious. we also had spicy chicken sizzlers which was also good. had an overall good experience.",3,Neutral
"i'll not be here next time if mr. umakant is not here next time. super service and awesome place. great staff. had an awesome time.

love this place.",5,Positive
"it was an awesome experience. umakant
is gem of a person. he makes sure that you leave the place with great memories. the music and food is really good. dal makhani and nachos are must try.",5,Positive
"courteous staff, good food, and lovely vibes.
sahoo was a lovely company for the night.
sunday is ladies night and live band for your information.
monday is all alcohol on mrp.",5,Positive
"this place is okay at best. the drinks are too diluted with an extra crapload of ice. the live music was really great but didn't fit inside such a place. cibo house is a much better place if you're looking for some good live music, a peaceful time and some great drinks with friends.",2,Negative
"i have been hearing some really good reviews about this  place, the ambience is  happening..on a lucky sunday night you get to hear live band too..",5,Positive
"very bad place to hang on, the staff is very arrogant and short tempered. they don't allow entry to stags on the dance floor also and despite of so high prices haven't given any discount even not corporate discount too.",1,Very Negative
"don’t ever go to this place, waste of money, if you give order the order will come after 45 mins. behaviour of the staff is horrible, the partner/owner even don’t know about how to behave to customer.",1,Very Negative
skyhy is a good place to hang out with friends nice place & nice food & good staff entire the skyh friendlly thanks monaranj is a vry gd guy..,5,Positive
great ambience.awesome service by manoranjan .he was very friendly.very good food .nice place to hangout with friends. visit this place when you got a limit.l love this place.,5,Positive
very bad management. they are a cheat. firstly they denied me the 20% flat discount coupon which i had taken from dine out. over charged our liquor. never going back there ever again.,1,Very Negative
i went to skyhy terrace lounge on weekend and it was great experience.nice food.love the ambience.nice place to have photos.good place to visit along with friends to dance..asome cocktails..friendly with mr london,5,Positive
i went to this restaurant on weekend and it was a great experience. nice food. love the ambience. nice place to have pictures. good place to visit along with friends to dance. @london bhaya,4,Positive
"so beautiful, great dj nights, economic, great open air ambience and good food. it has always been my weekend spots. lovely place to be. must visit if you live near by gachibowli.",5,Positive
"nice ambience, great service by sahu bhaiya. there's no more hookah service though. :( but the place is great and less crowded even on weekends",4,Positive
"nice place to hang out with friends. it has live cricket screening, quite big screen. food orders are served within 10 mins, quite quick. good ambience. good service. it is a place to revisit.",5,Positive
"firstly the pictures that they have put up makes this place looks brightly light but it is kind of dark and the ambiance is not exactly as portrayed. not very crowded which makes it spacious enough. food is okay but the service was pathetic. when asked for spoons, the waiter asked us to use the serving spoon instead. there was a lot of delay in service and mismanagement.",2,Negative
"the staff is professional and courteous. a shout out to
sahoo for the excellent service!
great ambience with good food.
a really nice experience.",5,Positive
i visit skyhy on monday . i drink martin's cocktail it was very good.. service is good..food also good ..superb dj....this place is totally wonderful...,5,Positive
"best service by ajay, do get in touch with him if you visit this place. food is really good. please do try. fish fingers are the best. good ambiance as well.",5,Positive
"good service..foods are really delicious. and the waiters are really nice and friendly
sahoo one of the best here💕
nice place to hang out and the view is really beautiful",5,Positive
"had been to this place with friends on saturday night! decent place! decent crowd. the only turn off for this place was their music! it was boring. dance floor is decent! you wont bump into one another like elsewhere.
food also was average. not that great.

food: 3/5
ambience: 4/5
staff and service: 3/5
recommended: yes",4,Positive
"went there this saturday. awesome dj, dance floor is spacious.. you dont really bump into people. food was good to average. order peri peri chicken but was surprised not to receive diced pieces, cocktails were nicely made though. service was prompt and people were helpful.",5,Positive
"excellent place to party great corporate offer for lunch and dinner rooftop is awesome as big screen awesome food and drinks good and staff is good sunil who take care of our table... great place
see u again",5,Positive
the place is really nice. devashish helped us in all best way. i would love to go ther more often since the staff and the place is really nice.,4,Positive
"tldr : an avg place with  moderately expensive drinks  ( a lit in pictures at 550  ) a nice club with good ambiance , but they closed the roof top due to less crowd on a saturday night . it was a happening place earlier , which couldn't cope up with new upcoming competition around it . the chicken wings were undercooked . the only good thing about the place was the energetic dj with crazy numbers & the dance floor . the staff were not friendly because they tried to stop me & another blogger from taking pictures & videos of the place multiple times after even mentioning that we were lifetstyle/food bloggers (maybe they might have had a misconception initially ) .",2,Negative
"just don't go by rating...

it's an awesome experience.

umakant is just awesome.....served to the satisfaction of 16 guys...

music is too cool...

party was just grrreaaaaattt",5,Positive
"nice place, good location.. descent ambience.. and very good service by sahoo. had a descent time with friends. will surely come back again...............",4,Positive
having a great time and excellent service by saboo. this place is a must. excellent drinks and very good pizza. come join us some time. see you there.,5,Positive
"a very bad experience. i went here with my team, but the staff made sure that we had the worst experience. the food was cold, served very late. drinks were of bad quality. staff behavior was also very bad.",1,Very Negative
"everything since i entered the restaurant was a disaster. i received cold food after 45 minutes after i placed the order, that too after multiple complaints. the drinks quality was not good. it happened twice that the staff forgot the order after we placed it. they had to be reminded about the order. overall very bad experience regarding food quality, drinks quality and service. would not recommend to visit.",1,Very Negative
"the place is really nice and they make amazing cocktails .. they are awesome .. they have really tasty starters esp their jalapeño cheese balls ..

don’t know if they still allow stags .. they used to let us in when it opened new at gachibowli

food - 5/5
drinks - 4.5/5
ambience - 3.5/5
service - 5/5
price - totally worth it",4,Positive
"we came at this restaurant for a drink on a weekday at it didn’t disappoint. music was good. we ordered a pizza, garlic bread and beers. pizza was the best i’ve ever had, but garlic bread was disappointing. also, we had a couple of beers and we ordered a couple more. they were unopened, we changed our mind and asked the waiter to exchange them with coke which was refused. i didn’t understand the waiter’s logic and i didn’t argue. also, apart from beer everything is costly here. i’m going for a 3 out 5 for this restaurant.
ps: this restaurant serves the best pizza in hyderabad.",3,Neutral
lovely place to hangout with friends.. surely one of my favourite place.ramakanth working here had always been helpful and prompt at service..keep it up!,5,Positive
"a cool place to hang out with friends. ambience deserves a special mention as it's cool. great music and dj and chilled out crowd.
food is good !",4,Positive
"last night spent at tiki shack for a quick round of drinks. as we reached it started raining giving some respite from the heat and we could enjoy the lovely terrace ambience.

watermelon martini for me and bacardi for my better half with some pork spare ribs was our order. martini was well made to my liking. the ribs had only one rib and rest were chunky pieces which we pointed out. but it was well made in spicy siracha sauce which kind of compensated.

overall a nice place with ample seating though music is on the louder side. the only let down was the plastic cutlery which you wouldn't expect here.",4,Positive
"delicious food and decent crowd! roof top was unbearable because of heat so had to shift inside. since music was bit louder inside, bought some whiskey and went home. overall okayshh.",3,Neutral
everything about this place sound good .. with great ambiance and decent food and drink options .. i would recommend this place only if you are going as a couple or girls .. they have a huge gender discrimination for guys as they need to pay higher cover charges on weekends than the bill they would sum up .. world and tikki shack will be a better place if they stop discriminations and spread equality,2,Negative
party !!!!!!! great place to party and in indira nagar. they have rooftop arrangements and good space to dance and enjoy. very decent and classy crowd. good place to chill at weekend.,4,Positive
a cool place to for casual hangout’s. do not expect a crowd on weekdays but weekends it’s good. good food good ambience. service could a little faster but it’s fine as the music compensates it.,4,Positive
"this isn't a good place for food as there are no good options. also, the staff doesn't feel like working when the customers are around. they need to improve.",1,Very Negative
"the place was good, ambiance was very nice! music was amazing!
the issue was with orders, it literally took ages get an order, after lots of struggle! i know, it was crowded and everyone was placing orders but they should also have strength to complete it as they know about the crowd...
wash room must be repaired!",4,Positive
"the desi pub with the beach theme. they have both the indoor and outdoor seating. but they usually provide only the outdoor seating, as they keep their indoor seating mostly reserved. you might reserve and still end up sitting outside. the food was also good. the customer service is something that needs to be improved.
top picks :
chilly prawns
cheesy fries

the chilly prawns is a must try. the mocktails were okay. not much varieties when it comes to mocktails. overall, a great place to hangout.",4,Positive
"ambience and location is nice. but nice to hangouts only in group and a girl is mandatory to be in group. else entry will be denied. thumbs down for stag. starters are good but main course is really horrible. very small portion of drinks specially when they see you are busy in chatting or talking. the staff is polite but you have to chase them multiple times for taking orders. you can have opt for this only when all other nearby places are full. the complete street is full of restaurants and can be given priority.
you might see lot of positive feedbacks but most of them are done just to get a free ice cream. yes, they offer free ice cream if you write good reviews for them. luckily i don't like vanilla flavour so will write what i felt.",2,Negative
"good place to go around
ambience is good and crowd is good over weekends
food was not that good which i thought of
must try jalepeno cheese poppers
ambience 4/5
food-3/5
seevice -3.5/5",3,Neutral
"amazing place to hang around, nice ambience,food and amazing service ,thanks to najibul he is a perfect host to take care of the guests,highly recommended for an memorable evening",5,Positive
"i had visited this pub on a saturday night with my office comrades. i must say they have a nice rooftop setup and must mention the awesome live dj. the place is one fire 🔥 after 9:30, you will see a lot of guys and the place is almost packed. we had customized a packaged deal for rs 1800 per person which includes jw black label and grey goose, unlimited starters and desserts towards the end. really a good deal in terms of the offering, veg starters panner tikka, manchurian and cheese cutlet was really good. the only con was the slow service over here.",4,Positive
this is one of party hubs of hyderabad. initially somehow i didn't like it but after 2 or 3 visits the place grew on me. we now frequent the place for the mahol of the place. ambience is pretty cool and nice crowd as well.,4,Positive
never give a 2nd thought if u hear tiki shack...such a fun filled place wid lovely music nd amazing starters 😍😍😍😍😍😍 wanna visit dis place again n again..... the dhol is the attention of all .......,5,Positive
overrated.... i don't know why stag entry is not allowed there... no crowd... okay okay ambience..... service is slow..... and if you are using zomato gold they will say that they don't have kingfisher premium... kingfisher ultra and draught beer.,3,Neutral
"i went on a ladies night. they have really good cocktails. food is good, but i felt the quantity was less. ambience and music is good . service is good.",3,Neutral
tiki shack was a complete surprise package. when my colleague lead us through the shady stairs and a rumbling lift to tiki shack i wasn’t expecting much. but to my surprise they had a great menu and the food was amazing. the pizzas were light and tasty and all the starters were quite good. by 10pm the ambience was quite electric and we had a great time.,5,Positive
loved live music and dj can enloy a lot by live music ambience was good and awesome rooftop was super cool we can chill more happily by rooftop tastes are good,4,Positive
"been here on friday evening, staff and service was very prompt.
liit is very good here. must try if you like a strong drink.
food was not so great.",4,Positive
"the only thing i liked about this place is there ambience, it was good other than that everything was just average or below average.
the service at this place is pathetic , we had to call the waiters several time for one small thing also .
it was a pub with no dance floor, people had to manage with whatever place they were getting
the place is known for its beach view but as we went on weekday could not see that
food- ofcourse no one should expect anything with the food we get in pubs , it was not good here as well
overall it was not a very good experience at this place",2,Negative
i had been with a friend on a weekday when the place was not much crowded. all we had are pizzas and drinks. the best part is you can customize your pizza. didn't cost us a lot so would say it's reasonable. particularly loved the ambience. we sat in the terrace area which was beautiful. the service is a little slow but we didn't mind waiting.,4,Positive
"tiki shack near jubilee check post was one of my favorites and that's the graar vibe it carries, gachhibowli one is never like that but undoubtedly a good place to hang on. lit will have a special mention in both the places though.
little costly and ya inside they would have some restrictions with stags and couple
your wallet would feel happy if you are going as couple or gang",3,Neutral
"yes..... tiki shack.. my most loving pub in the city... been visitied this place multiple times never ever got disappointed with this place, ambiance, food and the service. special thanks to u buddy deepak 🤩",5,Positive
"nice place, good ambience, crows is ok. heard jubliee hills branch is better than this. but a nice place to go and hangout. surely recommended",4,Positive
"rude very rude service ..guys here are very arrogant and worst service ever we had.
will never ever visit again.
had starters and cocktails, waiters are not even ready to tell the menu properly.",1,Very Negative
very poor service i went in day time and took 40 min to serve nachos. food taste very poor. i could rate this place -ve. they have speciality to server hot beer. there staff is not entertaining.,1,Very Negative
the place is just the same as they have in jubilee hills. the waiting staff is humble and the ambience says the rest... a must visit if you’re in gachibowli and need a place to chill,4,Positive
"great ambience and music! good service even though a crowded club.. nice rooftop as well as interiors.. had a good time.. would recommend one visit!
chili guava martini is really chilli! no kidding!",4,Positive
"hi . though i love the place . the service offered was pathetic to say the least.. the restaurant didn't offer the gold privilege saying they don't offer it on weekends . later during exit when i checked with the manager, he said there is no such thing .. but we were already billed til then . our serving staff also asked us to pay via google pay without bill. so please beware of these things when you are you are at the restaurant.",1,Very Negative
"visited this place twice and it’s completely lit
the ambience and the crowd both will amaze you
music is also nice and will make the non dancers groove too😀
food is amazing and budget friendly 🤘🏻
try to choose rooftop sitting
one of the hippie place in hyderabad fro fridays and saturdays",4,Positive
pathetic and rude staff. slowest service. they had tables free at terrace and at lower floor but still they say that its full. so that there upper floor gets full first which is not good. will never visit again.,1,Very Negative
"nice ambience to enjoy the night
food is not that great
but their alcohol section is decent
service is fantastic and the waiters and staff are really kind",4,Positive
i visited this place with my friends.the food was very nice.good place to hangout with friends.its a must visit place with an open top bar in the evening hours.,5,Positive
"this one is bigger than the jubilee hills one and surely got good space which is a great thing as the previous one gets so cringy. we went on a ladies night but the sad part it goes only from 8 to 10 p.m. and most of the girls where not even there, anyway the starters are quite price competitive and tasty. we had veg spring rolls, veg manchurian and chicken balls. all were great and i have ordered long island iced tea which they made perfect.

on wednesdays they have a guest dj maddy who plays super awesome tracks and in house dj akso is great too.

all the best guys.....keep rocking 👍

ashalivelovefood.wordpress.com",4,Positive
"looking for a place filled with crazy people with affordable drinks and upbeat music? tiki shack is the place for you. located on roof top in indra nagar , you get a good view of tall office buildings that have crowded gachibowlli and hi-tech city. the place is dimly lit, but i guess that is on purpose to set up the mood and if you are a party animal you are most surely going to get engrossed by the music in no time. the dj plays all the trending tunes and it is sure to make you sway. the staff is courteous and prompt , despite the high density of crowd that gathers here during weekends. the food is quite affordable and also appeals to the taste buds at the same time. i have visited this place 3-4 times and have never been disappointed. go in with your friends on a weekend for an affordable menu and feet tapping music.
keep up the good work tiki shack",5,Positive
"good ambience and good atmosphere!
finger food is good.
a party place basically. open area section is very cool.
try crispy corn or nachos here. cocktails are above average too.",4,Positive
"visited the gachibowli branch of tiki shak on a sunday evening.
the place is very well placed in a very accessible area of gachibowli.
it's a rooftop bar, hence the ambience was pretty amazing. they have nicely set up indoor and outdoor seating areas.

we ordered :

jalapeno cheese poppers - 4/5 - yummy cheese filled balls with right amount of spices and jalapenos.

aloo pakode - 3.5/5 - pretty normal with a homely taste to it

overall it was a good experience. the place also offers 2+2 on drinks which can also be used on mocktails ( just in case you are not a fan of alcohol ).",4,Positive
sudhanshu has been a great host.. loved his service. will come back only coz of him.. lovely service.. good food.. loved it.. thank you so much..,5,Positive
"visited on 17th april another restaurant which slips on 7% service charge in the bill. this is over and above gst. be careful check your bill before paying.

irony service was really bad.",1,Very Negative
"i went here with my friends to celebrate my love anniversary .
this is the best place where we can chill, dance, drink.... such an amazing place really want to visit again n again...!!! only for night party lovers.......

ambiance was super cool & amazing.....",5,Positive
"food is decent nothing out of the world, yet i am giving this place a 5 stars!!
good finger food nothing you complain about, but the vibe of the place post 10pm is just electrifying!! the highlight is the desi dhol beats!! total paisa vasool place.. they don't really have a dance floor but the vibe is so great that every inch which doesn't have a table become a dance floor! lastly, the decor is very pretty as well!! if you want to party cheap and have a blast, this is the place for you!",5,Positive
"we visited the place on thursday night after calling up to do the booking for 3 stag entry. we got the response over the phone that we can just walk in at 7pm. as soon as i entered the first response from a person (nikhil) at the front desk was ""stag not allowed"". when i showed my phone and explained that i did call to do the booking, he said no. i was allowed after they realized that one of my other friends was already inside the pub and taken the table. it was so frustrating that treating someone so unprofessional and with a rude behavior. if you don't want to allow stag ...say it straight forward or put a notice outside so that no stag would even wish to enter. don't change your rules according to your convenience. grow up !!!!!",1,Very Negative
"#clickeatxploreyo #livecexy #tikishack #bar #partyplace #valueformoney #gachibowli #whenatgachibowli #wheninhyderbad #hyderabad #shotoniphone #food #foodie #lovefoodhatewastage #eatresponsible #dontdrinkanddrive #foodenthusiast #foodblogger #foodphotography #hyderabadfoodblogger

shit-fit – so happy its thursday cuz friday is tomorrow..!!

while we hit the weekend and everyone looking at places to hang out, i would like to share my recent experience with tiki shack - rooftop bar, gachibowli where i have organized my team party which can serve you as a recommendation if still planning .. such a pulsating décor they got especially the blazing umbrella shaped roofing that sets the party vibe and takes you on. their open rooftop gives a great evening view over food and drinks. this place can accommodate up to 200-300 pax (both sitting and standing crowd). unlike many places around gachibowli, tikki shack has got reasonable pricing (cost for 2 at 800-1000inr including alcohol) which answers the overcrowded weekends of this place. no separate dance floor but the place opp to the bar counter turns out to be, after a while when the spirits go high.

we negotiated for a party package which needs a minimum of 20-25 pax to accommodate with at least 1 day prior notice/reservation priced at 1100 per person all-inclusive (has the flexibility to customise package and price depends accordingly). the menu includes unlimited 3 veg and non-veg starters, 1 veg and non-veg pizza, 1 veg and non-veg biryani, 2 desserts, three varieties of mocktails (for teetotalers), draught beer/kingfisher ultra/premium (for people who drink). with least expectation, food esp starters turned out to be outstanding. full house and the service was still attentive needs a special mention.

overall a satisfactory experience and i would highly recommend this place for all kinds of parties.

kindly bare with the poor photography.

#annadathasukhibhava #palatepassion

clickeatxploreyo.wordpress.com",4,Positive
"we came for just a couple of beers, jäger and baileys. ordered for 8 baileys shots first and they tasted funny for some reason and when we asked for more after clarifying about the taste, they mentioned that it’s out of stock it so happens that jäger, glenfidditch is out of stock too.

food was up to the mark.",2,Negative
"i have been to this place twice. my first experience wasn't that great as i found the food items to be sub-par. so i quickly went to a different place. after 2 months i recently went again for an office party with ~40 people and it turned out to be a better experience. starters [chilli chicken, fries, cheese poppers, some fish] were fine but nothing extra-ordinary, ambience was a bit crazy with random groups dancing here & there, dj was average, biryani was good i heard but did not try it myself. pizza was a big let down both in taste & presentation, it was served cut into small rectangular pieces. service was decent. staff courteous. good interiors.
overall - 3.5 considering the prices. recommended for group drinking sessions, maybe a bit of dancing too.",4,Positive
no dance floor and dj was not such good . need to improve dj system and good players to be placed and no stock in alcohol what ever we wish to oder sorry not available.,3,Neutral
we celebrated the a friends bday and it was good. the dj was average at that time which was a little mood killing. but the food and drinks are good. the bday boy almost passed out as we gifted him the helmet pop. after which i dont think he remembers the next 24 hours!,4,Positive
"spent an amazing saturday night there.
great service.
ambience is really good.
and food is okayish but the vibe makes up for it.
would definitely recommend",4,Positive
the staff aren’t well trained they are non responsive had to wait for them to take the order even though there were only few table occupied and the food is also not worth.. the cutlery aren’t cleaned they had stains all over and felt like was at a local bar .,2,Negative
"i've been coming to this branch on a weekly basis. off lately, like from 4 weeks or so, whenever i ask for the beer of my choice(kf ultra or kf draught), you guys just bluntly tell me that it's not available. once, i've asked karan directly and he told me that they'd be available only during the weekdays. i've visited this place today i.e. wednesday and it's the same story, again! i'm forced to order heineken or bira. the worst part was when i was about to push off after our hangout, i've seen almost everyone inside drinking towers of draught beer and when i've asked, they just ignored and didn't even care to respond. like really? speaking on everyone's behalf, it could be a budget constraint or someone's personal preference of beer, but not providing equal service to every customer is unprofessional and i'm really disappointed this time. well, what can i say, mustang is much better-they offer everything in the menu. i never expected that i'd drop such a review for one of the most happening pubs in hyd, but i really can't help it this time. work this out asap.",1,Very Negative
"love the terrace sitting area. the music and crowd is amaze and the ambience is lit. even the non-dancers will groove here! the food quality, quantity and taste everything is good. the paneer pakora is the best ever i have tasted. french fries are crispy from outside and soft from inside, again one of the best. chilli cheese toast was good.",5,Positive
"good place. okay food. could include budweiser in their selection of beers.
great place to chill out with your friends. good music as well.",4,Positive
"great place to hangout with friends and colleagues.
took sometime to deliver the food but worth the waiting.
mock tails are great.
ambiance is also perfect.",4,Positive
"the ambience is pretty awesome and so was the awsm bbq wings. the dj sounded well but the icing was the bhangra , such scintillating performance.
over all a great experince with fund and food and obvio ipl.",5,Positive
"staff behavior are very bad. our bill was 636, they took 836. when we reached home, we got to know. no one was picking the call . dj was veryyyy bad. i wanted to give zero star",1,Very Negative
i visited this place 2 days back with my frens hoping to have good time.. even though ambience and music was decent... the service is extremely poor... waiters are rude and behave as if they are doing some favor to u... manager was also not helpful... its high high time they improve their services if they want their customers to come back to them...,1,Very Negative
"i visited tiki shack on a weekend afternoon and unexpectedly there was hardly any crowd. only three tables were occupied. then realized this place is so good but happening only in the evening. oh btw, those instagram famous 'tiki shack roof lights' are lit only in the evening, so yes, the place, i'm sure looks much better and beautiful in the evenings.  the food served here was too good. we've ordered mostly finger food and everything we ordered tasted exceptionally good.",4,Positive
hi.. really disappointed with the service and staff was rude and not attentive at all.. seemed like all waiters were already high and had no clue wats going arnd them... manager was also not very helpful.. but cant blame him with the dumb team.. u cant do much... ambience is decent but the service is really really poor...,1,Very Negative
"the most beautiful restaurant i have visited till now in gachibowli, hyderabad.
very friendly and courteous staff.
service was on point.
food was tasted amazing.
had fun playing darts with the staff as well.
absolutely delighted with this place.
no complaints at all, would highly recommend you to visit.",5,Positive
stag entry not allowed on a thursday night. extremely disappointed. it was a birthday of a friend and a group of 9. we said that we will confine ourselves to a secluded corner but were denied.,1,Very Negative
great place to hangout with friends. been here for a party. music was classy and ambience was more classy. just hit the place and get sloshed,5,Positive
they have different menu than mentioned in zomato. they say menu is different on weekends and weekdays. else place is ok to visit once. they ask for identity proof for entry.,1,Very Negative
"my friends and i went here on a friday night around 8:30 and the place was pretty full and had good music interesting interiors  and overall great vibe.
the service was a little slow, but quite understandable given the crowd that kept pouring in till late in the night

food that we ordered - 
1. masala peeenat  - your normal peanuts with onions tomatoes and some spices. decent munching

2. masala lijjat - this is masala papad with the same toppings as above, so we didn't quite enjoy it that much

3. bhej manchurian - veg dry manchurian balls which were amazing!

4. jalapeno cheese poppers - unlike other jalapeno cheese poppers i've tasted elsewhere, these weren't very dry and bland. also, good accompanying dip

5. aloo pakode - aloo bhajiyas! loved them! :d

6.  fries - good old classic salted fries! :)

the dj played some really great songs! 
had a great time, especially when they played the bollywood music and most people were on their feet!",3,Neutral
"food is good, especially the taste, but range is limited for main course. they have a good dance area though not marked out and hinders the movement. outside seating is decent and service is better.",4,Positive
