ReviewText,Rating,Sentiment
"let me first say this, never in my life have i ever been so humiliated, embarked, or angry. i was in the drive thru at the fulton and el camino starbucks, myself and my 3 children, (my 5 year old having autism) and one of their friends in my vehicle, stopped to get my mom some coffee on our way to visit her at the hospital when my 5 year old became very agitated being that the line was long and not moving very fast. he can only be in his car seat and in the car for short periods of time before he goes into a complete panic mode, he becomes very scared and next aggressive, with that being said the arose a problem in the back seat between two of my boys which went on for seemed like forever.",1,Very Negative
the fact that you do not even allow a one week grace period to use birthday rewards now is the stupidest thing i have ever heard and it is not right. starbucks is so money hungry now that you do not even let me decide when i can go get my free coffee. what is next? are you going to have to use your regular rewards the day you get them after you have already gotten coffee that day? the way starbucks ruins the free rewards more and more every year is making me dislike starbucks as a company and makes me never want to go there again.,1,Very Negative
"i thought a global brand as starbucks setting extremely high beverages prices would be at least concern about their reputation, quality and hygiene! yesterday morning i decided to get the cold lemon mint drink from starbucks branch in city stars mall in cairo, egypt. as i was drinking, my stomach started to get upset. i checked to find out living worms in my drink!!!",1,Very Negative
"aside from great drinks and good food the service has to be the best i have ever had at any starbucks store. i have been using starbucks since 1974, all over this country and this store has the best service of any other store. i have and will always recommend visiting that store.",5,Very Positive
"i came to the starbucks on mountain and foothill in upland. the store is usually clean, this time both the bathrooms needed cleaning and stocking of supplies (one had urine all over the floor). the trash bins also were overflowing. i told the barista and said he would let his supervisor know... ok? well 20 minutes later, still waiting for someone to go in and clean them.",2,Negative
"i am not sure what is up with the distribution center for the starbucks in north carolina specifically from concord, salisbury, all the way up to winston-salem, but if you want any of your favorite sandwiches or flavors or even water you will be told they are out because the distribution does not supply the stores! i am told that since the christmas specials starting back in november, most people could not get the holiday favorites because the stores did not received supplies in all the local stores. i do not understand how you run a business when your distribution center can not supply the local stores with items that people want to buy. like pay cash and enjoy the products oh, is not that what business is about? serving the customer and receiving the money?",1,Very Negative
went to redeem a gift certificate at the store and imagine my surprise when they said they had no decaf coffee. a coffee shop that has no decaf??? on top of it the barista was extremely rude. never again.,1,Very Negative
"starbucks phipps plaza, atlanta store demonstrates consistent poor customer service and product knowledge. associates are mismanaged, poorly trained and exceptionally impolite. on my last visit i ordered my usual 'doppio macchiato', instead, i received a plain doppio. the associate had no idea that expresso temperature is expected to exceed 160 degrees f. it was difficult to receive the refund on my payment, and no one offered to rectify the mistake in a manner that would alleviate the tension. not the first time! an extraordinary display of the systemic mismanagement.",1,Very Negative
"my sweetheart and i went into our neighborhood starbucks to get a coffee. we were standing waiting to be served looked at the food on display and noticed there was flies landing on the food and flying around. we pulled an employee aside and gestured towards the food and he said, ""yes we are aware and it is just a display we are not serving any of that to the public."" we were satisfied with that response and not more than 30 seconds go by and we witness a barista taking food out of the fly infested case put in oven to warm up for the public.",1,Very Negative
"the manager said i stole some chocolate. i said, ""no i did not, miss."" she said, ""yes you did."" so i say, ""write a letter of apology then i will let you search my pocket."" she signs the letter. then i let her search my pockets. she is not supposed to touch me. but she checks my pockets... nothing. so she calls me names including a ** and hands me the letter. i now have proof of employee misconduct. manager at starbucks jersey city behind newport mall by the water. and all i wanted was a cup of coffee... my day was the worst day ever!!!",1,Very Negative
after being given a stale bagel to eat i called customer service to be told they will not give me my money back because i already was given a credit the other day for a incident at a different location. be careful they do not care if your food is old and stale. now i have to wait for someone to call me to go thru this entire thing again to get my money back. what a joke.,1,Very Negative
"i get severe heartburn and indigestion with 1 cup of coffee. i changed brands, no more heartburn and indigestion. yeah. so if you get heartburn and indigestion it could be from their coffee. i had to change brands.",1,Very Negative
"i downloaded the starbucks app for the first time earlier today, and i did not realize that they automatically had me choose to purchase a starbucks card service, and they automatically uploaded $25.00 from my debit card into the starbucks card account. i bought one tall size cold brew today which it cost $3.40 which leave me a total of $21.60 in remaining balance. i called later today to cancel this scam starbucks card service, and they will only refund me $20.00 back to my debit card.",1,Very Negative
"prejudiced and harassment by consumers... and staff - today in the 10:00 a.m hour meeting with my best friend, christine **, an incident occurred that should warrant me to file a police report of a sexual assault nature. this occurred at starbucks on 10th/market st. a young asian kid licked his tongue at me as if i am some kind of woman after i questioned him staring at me. gut-sicken by this. they also had panhandlers and an ""exciting crowd"" causing confusion and chaos as if it was i being betted on at a race track! they also had panhandlers and an ""exciting crowd"" causing confusion and chaos as if it was i being betted and wagered on at a race track!",1,Very Negative
i was pregnant when the violet drink came out. i got this drink nearly every single day when i was pregnant and now i crave this drink. i am not a coffee drinker so this drink keeps me coming back time after time!,5,Very Positive
"half the time i do not get bonus stars like i should...and have to call starbucks customer service. after wasting about 35 minutes each time, i might get the stars i earned. starbucks is expensive, and purchasing the drinks required to earn rewards will quickly mount up. i have decided to blow off their stupid bonus star challenges and only go to starbucks if and when i desperately need an espresso.",1,Very Negative
now for the third time money loaded on starbucks app has been used by people in other states to my unknowing until i am ready to use my preloaded card on app and find there is no money! each time i have to wait for starbucks to do investigation. sometimes it never gets done... i just have to remind starbucks that i am waiting for card to be reloaded!! i was told this time that new policy is to send out a new card. ok... now i got to wait even after 3-5 days for a card to be mailed to me! each time the incident has happened i have been told a different story. not only do i have to call starbucks to remind them that they do not give me my bonus points... i have to call them to see where my money disappears!! app sucks. starbucks sucks.,1,Very Negative
"the montgomeryville, pa store is terrible. i tried to buy a sausage breakfast sandwich today at 11:00 am. they were out of sausage! sounds like poor management to me. i canceled my order and will not do business again with them.",1,Very Negative
"i have been going to starbucks for about 10 years. i do not know what is going on with these utah stores but none of the stores make the coffees the same. i go to clinton, clearfield, layton, layton smith is, clinton smith is, riverdale, ogden, and farmington, i order the same thing throughout the year and the same christmas flavor every year until they run out. more often than not the past 6 mos, my coffee tastes gross. i am paying premium price for crap. the beans are burnt with a horrible aftertaste, they do not add flavor. it tastes like milk with water, or it is not at the kid temp i order it at. only one store has gotten the christmas flavors right. this morning, i went to the only store, 2100 south and state, slc, that has made my christmas flavor right and my ""go to"" right.",1,Very Negative
"i have enjoyed starbucks for years as well as the free wifi. currently i am homeless and utilize the free internet starbucks on foothill blvd, in pomona california provides. until now. starbucks has called the police on myself and my boyfriend several times. i assumed for being in the parking lot a little too long or because our van is a bit of an eyesore with all of our things piled on top.",1,Very Negative
"this starbucks location has the worst customer service out of all the locations in palm and beyer san diego ca 92154. i been starbucks for years and now is time to say good bye! i noticed that employees are overwhelmed and they take it against customers. i noticed that they are unhappy stressed and i do not want that negative experiences anymore. i am tired of been getting wrong items and if i placed a mobile order that has been taken away by another customer or by a homeless. starbucks needs to come up with a better plan to keep business running, customers but the most important thing is to keep employees happy and motivated in order to provide customer service and focus on their duties. i am deleting my starbucks app because i rather buy my espresso machine and make my own coffee from now on. i want to enjoy my coffee happier! thank you.",1,Very Negative
"this company has earned its popularity by maintaining a great quality business. starbucks holds a welcoming environment, is widely available, and serves a variety of menu options. starbucks has a unique, modern style. starbucks creates a place fitting to the environment, giving them a truly natural and positive vibe. locals are most likely to feel at home at their surrounding locations. the employees at every location always fit in perfectly as well. the alternative styles and quirky personalities of starbucks employees make for authentic coffeehouse vibes.",5,Very Positive
will not be back. never again. have always got a baby chino for my grandson. asked for one this morning to be given a miniature cup with about a spoonful of milk. the rest was foam. asked if i could get the cup topped up to then be charged £1.80 for a wee drop milk. staff very unfriendly. asked if i could get fruit toast for my grandson and if the pieces could not be end pieces as they are too hard for him to chew. what did we get? end pieces. so the toast did not get eaten because it was too hard for him to chew. back to costa for me.,1,Very Negative
"i went to our new starbucks the other day. my first time as i usually go to dutch brothers. a friend asked me to meet her there her first time too. i wonder why you still ask people is names when you can not get it right. why do not you just give us a number? well they called the wrong name. then let them sit on the counter untill we got impatient. when i went to investigate i found two cups sitting there. i want to also say there was only three people in the restaurant. and we sat directly in front of the cashier, so she could see that we were sitting there drinkless for an unusually long time.",1,Very Negative
"do not drink at starbucks st. leonards, ringwood, i was fined £100 for parking there for 105 mins because they were slow serving drinks and lunch. my friend and i met there for coffee and lunch, as we often used to do, but no more. we were encouraged to stay longer and have another drink only to be fined for overstaying the car parking by 15 mins. you are only allowed to stay for more than 90mins and that is out of the car park within 90 mins. i visited the store and they said appeal the fine, i did this, the parking company refused the appeal as they only care about getting money and just threatened me with charging more and taking me to court. do not go to starbucks. you are only allowed to stay in the cafe for less than 90 min or they fine you £100.",1,Very Negative
"our 15 years old daughter had a green matcha drink at the starbucks in planet hollywood resort and casino in las vegas and got sick after drinking it. she asked for her drink to be made with coconut milk since she is highly lactose intolerance. after finishing her drink she starts complaining from a terrible stomach ache, she threw up almost 17 times and went to the bathroom numerous times within 45 minutes. that drink was the only and 1st thing she had consumed that day. after the intensive episodes of throwing up she turned pale, her lips were blue and she was freezing cold shaking screaming from her abdominal pain. she said that it feels like a food poisoning episode or maybe they have put milk in her drink instead of the coconut milk. the music was so loud in the hotel that there is no way probably the and please will hear the order correctly. for something was wrong with the drink that she had food poisoning.",1,Very Negative
"recently, i have noticed that there are new blueberry muffins at starbucks stores. these muffins are gross... sorry to be so blunt but i really enjoyed the old ones with the delicious crumble top. the new ones honestly taste cheap and the tops have big pieces of sugar on them, which taste awful. my favorite part of these muffins were the tops and these new ones just do not work. thought starbucks was company that valued high quality products and they have really dropped the ball on this.",2,Negative
"my daughter and i went to our local starbucks #9626, at 3202 governor drive, san diego, ca, at 12:20 noon today. there was no one in line. several people were sitting at the tables. the employee at the cash register was a woman who repeated over and over that she is in her fifties (years old). she was extremely loud and rude to us in front of all the many other customers. i asked her for two cold matcha lattes, no ice. she said our drinks would be this far from the top of the cup and she held her fingers up to show about a couple inches. i asked her why. she said in a very loud annoyed tone, “because the ice makes up part of the drink and if you have no ice, then that is how much less drink you get.” then she said, in a very annoyed loud tone again, “otherwise you have to get more milk and i have to charge you more for that.”",1,Very Negative
"i very rarely drink coffee so i am very particular. i only order two things from starbucks, hot chocolate when it is cold or a double chocolate chip frappuccino. i have been ordering this same thing for years but the last 3 times my frappuccino has been wrong and each time they have told me something different. first time i politely went inside and told them that i did not like my drink...guy apologized said he accidentally made a java chip frappuccino and made me the right drink (my drink is actually a lighter color than the wrong one). second time, same store, again i do not like my drink i am polite but this time i am told they accidentally used roasted coffee making the drink stronger... he remakes it again it is a lighter color and everything is fine.",1,Very Negative
"between july 31, 2018 & aug. 3, 2018, ordering many tall lattes for the current starbucks dash promotion. out of 7 tall no foam lattes ordered in the drive-thru, received 4 with foam & had to send 3 back. got home & saw 4th one had foam and the coffee was 1"" from the top of the cup. have repeatedly sent email complaints to sb about this happening at this store for months prior, and occasionally get a free latte or a couple of dollars credit. offending sb store: west bakerview avenue, bellingham, wa. the last 4 wrong latte orders were fixed by the same blond, pony-tailed late 20 is girl. irritating - ripped off - cups not full, holds up the rest of customers in the drive-thru while remaking to my right order. irritating waste of my time - disrespectful to all customers. store manager needs to be replaced with a manager who will provide good customer service and drinks customers request/pay for.",1,Very Negative
"your mocha tastes like someone defecated in my cup and did not even bother to warm it up. before the racist incident i could not stand you all and the pretentious fools who think drinking dirty water is ""hip"" because it has a logo on it. i am sticking with caribou coffee.",1,Very Negative
"just wasted hours today trying to unsubscribe from starbucks, which i would never subscribe to, as i hate coffee. first my ""online unsubscribe"" failed ""due to an error on their site."" next, i sat in their online chat queue several hours, and when i was finally number 1, they logged me out! this situation can be avoided by sending a simple confirmation email, before putting any email in their subscription list. no excuse for this; i think they did this on purpose = spammer.",1,Very Negative
hi. i had a very bad experience at the starbucks on 200 east pratt street baltimore md at 9 pm on 6/16/2018. i asked for a cup of water and the young man behind the counter went off on me. he said they were closed and that he had a long day and does not have time for this. the manager told him to give it to me. while he made it he continued to be hostile and belligerent. i am still in shock.,1,Very Negative
"i visit various starbucks stores in my neighborhood of del mar, ca virtually every afternoon for an ice tea and a moment of relaxation to read and research. i am a well-known international businessman with an excellent reputation. yesterday, while siting on the patio of the del mar heights store (3485 del mar heights rd ste a3, san diego, ca 92130-2125) i was verbally accosted by both the store manager (**) and a man that i understood was an employee of starbucks. the manager was in the midst of filing a report with a security guard at the shopping center when i walked up and asked if they were aware of an incident that i just experienced outside. the manager then said that i was “a ** old ** man, a ** and that i go there every afternoon hoping to get “lucky.”",1,Very Negative
"increase on cup of coffee june 2018 - spoiled my daily intake (habit) of purchasing the tall (small) cup of java for 1.95. 2.15 is too much already and i was a gold carder. goodnight to the sbucks because it is just not really worth it. there is other coffee-places & get adventuresome and brew thy own at home before leaving every morning as alternative. i wondered why i was forking up the increase to the card more frequent during the past couple of weeks. duhh, i never thought there was an increase and that is all i get there or that was what i always looked forward to and in this case, making my own is more like it anyway. (just my own 20 cents noting on the increase to farewell-it).",2,Negative
"starbucks on the ave in the u-district is a big a+ for our community. their service, food and beverages are top of the line. i love going in there to have some coffee and sometimes food and visit with friends.",5,Very Positive
"i know many gift cards are not refundable. but when there is a statement on the back of starbucks gift card package as ""refunds only provided for unused cards with the original receipt"" printed, i would expect there was a system in place to handle that. but i found that was not the case. i accidentally grabbed a gift card with wrong amount at safeway. i tried to return it right away but safeway said they did not give refunds for gift cards. i called starbucks and was told safeway should and i needed to talk to the store manager. back at safeway, i was told i needed to talk to starbucks' customer service manager. starbucks should change its policy to ""gift cards are not refundable.""",2,Negative
"spent almost $1,500 at starbucks and did not gave me my rewards. been a gold member on or before year 2011 but representative said there is nothing they can do. i emailed the corporate 2 to 3 times but got nothing. what a poor communicator.",1,Very Negative
this store (fremont & wilson starbucks in cali) is my favorite and they always have things right. the customer service is great and so are my drinks. i drive past 3 starbucks that are closer to me to get to this location thanks to the amazing customer service.,5,Very Positive
with all the talk in the news about torture i decided to google a video on waterboarding. sadly the first thing i see is an ad for starbucks. it is very disturbing to see these images affiliated with starbucks. please be more selective about where you spam people.,1,Very Negative
"i am very upset with my experience today. i ordered a americana at the drive through at a very slow time. i paid lady with app and then she disappeared, i waited extra long and then a man came and handed me my drink after someone else was behind me on the drive through. when i picked up my drink for first time while driving the lid popped off and the coffee spilled on my hand burning it, my lap, my envelope i was mailing with a check, my car and car seat. i am lucky i did not get into an accident. i called store and spoke with manager to tell her what happened. i am very offended by her response, she said sorry and explained how it could not possibly be their fault because they triple check the lid. obviously they did not and i should not have had to argue with her.",1,Very Negative
"i was in the drive thru at the barranca ave. west covina starbucks yesterday at 3:40pm. i was picking up 3 grande ice tea for coaches at a nearby high school baseball game. i asked to have each ring up separately. i was told that there is a limit of 2 transactions at the drive thru??? funny, a week earlier i ordered 4 separate orders at the same drive thru without any trouble? the car in front of me had 4 separate transactions as i watched the customer have her phone scanned 4 separate times?",1,Very Negative
"first of all i used to go to starbucks everyday, but they just been too expensive and every time i go there was a mistake with my drink. to top it all they do not give military discount! now watching the news seeing 2 ** men arrested just definitely took my motivation to ever buy a drink from there.",1,Very Negative
"teach your employees ""moly"" that maybe they should learn the values of actually reducing. this is not the first time for me, but will be the last... of being disappointed over and over again from a giant corporation like starbucks to so frequently produce so much waste. me, enter starbucks with own cup... order drink. employee- uses plastic starbuck cup... mixes drink and pours it into my reusable mug...",1,Very Negative
"the flat whites provided at most starbucks stores are delicious. they are creamy and dense and if made correctly, they will leave a nice layer of foam surrounding the cup. they are also great to make latte art with.",5,Very Positive
"i have been visiting the starbucks at albertson is store on lake hazel road now for over a year. i could not be more pleased with the wonderful customer service from all their staff. they are friendly, fast, accurate and always have the answers to any questions i may have regarding their products. a great experience each visit!",5,Very Positive
"why do we continue to take the nonsense offered us by starbucks??? each establishment makes your drinks differently than the other. what is the problem with the training??? i tried to get online and request points be credited to my account and the site kept responding a no to access. so, i changed the password and once again ""no"" to access. of course after 3x locked out for 24 hours. really... it is a coffee company reward card... not a bank!",1,Very Negative
"after seeing reloads on my account and then a $55 transfer, i called starbucks customer service at 800-782-7282 and debra advised that it will take 7-10 business days to reverse the charge off my credit account. also, she could not tell me where the $55 transfer went to. therefore, i escalated it to shalene, supervisor, as i needed someone to resolve this charge in a more timely manner. she reiterated that since it was an online charge, it will take 7-10 business days to resolve it with my bank.",1,Very Negative
"on friday march 16th around 3:30 pm i went to starbucks drive-through on 800 oakdale rd., modesto. i ordered a drink that was supposed to nonfat milk, but they gave me a drink that contained almond milk. i am highly allergic to almond milk and i had to take emergency actions after taking one drink. the cup was not labeled or written on as their usual procedure. when i went back inside they said “oh sorry we gave you the car is drink that was behind. here is yours.” i informed them of the seriousness of their mistake. my hives have finally cleared up. i reported it to starbucks and i have a case number. they need a policy to ensure they give customers the right order which could be simply restating the order before they hand it to the customer outside the drive-through window.",1,Very Negative
"toasted butterscotch frapp is delicious!! wish i could say the same about the sandwiches we bought this morning! really very disgusting both to look at then spit out! neither smelled good to begin with, and the buns on both were stale. sausage was old on the chicken sausage biscuit, with no sign of chicken, unless you count a blob of goop! bacon was not cooked properly on either that sandwich, nor the bacon egg cheese sandwich. visibly inedible, we would not have risked the uncooked bacon and whatever other strange things were on there! obviously, we do want refund for this poor starbucks ‘offering'. unfortunately, did not have my starbucks card with me, so had to charge visa. then the girl at the drive-thru window neglected to offer my receipt!",1,Very Negative
"the starbucks in sudbury ontario is a disgrace to starbucks everywhere. it is old, outdated and dirty. the floor is worn out in places and does not ever seem to be cleaned. the countertop where the cash registers are is peeling - it looks just awful. the tables are small and wobbly. the fireplace is almost never on. the light fixtures and ceiling are full of greasy dust. it is horrible. the poor baristas who have to work there have my sympathy. why does not this store have to clean up their act - and their store...",2,Negative
"i am suffering from a health condition where i cannot have cheese in my sandwich. as starbucks has no ""no cheese sandwich"" option i usually ask the serving barista to remove the cheese from the sandwich before heating it up. this starbucks is located in university blvd w. (32207) at jacksonville fl. the barista did not want to remove the cheese and when i asked her nicely to do so she started mocking me like a 6 year old kid (except in a psychotic way). then to top it all she literally ""destroyed"" my chicken sandwich just because i asked her (nicely) to take the cheese off.",1,Very Negative
"i personally love starbucks! i do not usually get it that often but when i do i always get the same thing. i get a caramel frappe. now here is the thing when you go to certain starbucks locations. i usually go to the same one every time so they know my order, but when i go to a more convenient one for a quick drink they always mess up my order. that is not really a big deal but when they start getting angry with me i get upset. i can understand where they are coming from. but i always want to try something new but i am not sure if i will like it. and it would be a waste of money to buy something and not like it. i wish there was a way that you could sample a drink for free or little charge.",5,Very Positive
"this store has problems manhattan beach... rosecrans and douglas - from lukewarm coffee and soggy whipped cream to asking for a refill and upon showing gold card inadvertently charged on screen 1.99 purchase price by the male manager...to being told by jenn barista to, ""go away. we will call you regarding winning a raffle..."" and as of today... briefly plugging in my travel blender to brief spurts of ten second noise so i can have a morning breakfast drink. was again told by jenn i was disruptive and could not plug it in at the table while noise from blenders in their kitchen blasted everyone is ears... contradictory. coffee sucks along with the air conditioning and stupid request of a homeless kid to leave if he was not buying anything while homeless guy with dirty filthy backpack\surplus sack parks himself every morning at same table.",1,Very Negative
"double charged - no refund - no accountability. last friday, january 12th, 2018, around 630 am (pst) i bought my wife a starbucks e-giftcard. the amount was for $15.00. i have done this a few times prior and every purchase was without fault. had my wife not called me and told me thanks for the gift card(s) i would have been none the wiser. i checked my emails and sure enough she was right. for some reason it duplicated my order. that means it charged me twice. i checked my bank account and it confirmed a double charge. i get it, mistakes happen. obviously a system error. i called the phone # on the email and went through their horrible automated system that takes like 5 minutes to navigate. after locating the right department i was on hold for about 5 minutes just to hear the representative say i reached the wrong department.",1,Very Negative
"starbucks, 19127 biscayne blvd (aventura), florida - this place is located in the one of the beautiful locations at aventura florida but it is so dirty and nasty. the are never empty the trash outside during the day or clean the place. complained many times, send to starbucks letters with pictures attached, asking for action. nothing been done.",1,Very Negative
the texas city starbucks has the best people working. they are always friendly and helpful. but the morning staff goes above and beyond even at their busiest times! food is excellent.,5,Very Positive
service and quality of foods were good in starbucks. clean place to eat and drink. we did not have to wait too long to get helped. many items were available.,4,Positive
"the staff was very helpful in my selection of the ice coffee, never order one prior to this visit. great experience. very friendly and professional plus the drink was great.",4,Positive
"great coffee selections, the food could use some improvement based on what i have tried. i believe that is premade and stored in a refrigerator and then taken out and warmed up later.",4,Positive
"fantastic, outrageous and love it. the most delicious thing i have tasted out of all coffees. this is the best one. thank you for making it nice to enjoy.",5,Very Positive
"the staff is incredibly friendly & helpful, making an effort to know everybody & how they like their purchases. they are fast especially with the mobile orders.",5,Very Positive
it was a good introduction to the world of coffee beyond folgers; now i brew my own from gourmet coffees obtained online and elsewhere. i sometimes stop at a local kiosk; i have pretty much stopped going to starbucks.,5,Very Positive
"the coffee drinks are the best in this area, the food is ok! the muffins and yogurt are awesome, the drinks great. i did not like the smoothie (strawberry)!",5,Very Positive
"i like starbucks. their restaurants are clean, quiet and the selection of coffee, tea, and food items is good. they are a bit pricey so i do not make going there a daily habit, but when i do go i enjoy it.",4,Positive
"expensive but good drink, i like the food but not a big variety. there are plenty of locations near me. there is always a new drink coming out, i use gift cards or i would not go at all.",4,Positive
i feel that they have more breakfast items than nice good lunch items. a few years back they use to have a good selection on salads and sandwiches. please bring back the salad with grilled shrimp and the turkey sandwich.,4,Positive
"i used to visit starbucks regularly on my way to work and purchase coffee and sometimes the oatmeal raisin cookie via the drive-through, but i noticed a difference in coffee taste, and discovered that starbucks was no longer providing 18% cream with the coffee. this made a huge difference for me. i contacted their head office, but did not receive an adequate reply, so now i buy my coffee elsewhere through another chain which has an outlet across the road.",4,Positive
i am a long time starbucks customer and have really enjoyed the tea options this year. i like the many different sandwiches and snacks as well as the ones for breakfast. i like the frappuccinos but mainly the caramel one. i wish they had more flavors without chocolate or mocha as that does not agree with my digestion. i have been to many cafes and have not found them all as friendly as the ones in my hometown or as clean. i also find it disappointing that the barnes and noble starbucks does not take the card so you miss out on points.,5,Very Positive
the customer service is also great. will make the coffee as you wish. even willing to help you decide what you want or try come close. the food is okay. pastries are great...,5,Very Positive
i like coffee with just a bit of cream. not all this flavorings with high fructose corn syrup. when you receive an iced drink you receive a full cup of ice with little drink in it. coffee is too expensive. rather go to a cafe and always receive free refills. will not happen there.,2,Negative
good choices but need not to run out all schedules not the same. my breakfast hours are later than business folks or school children who frequent the area restaurant.,3,Neutral
"starbucks is not taking responsibility for stopping franchisees from blocking access to updates for operating system security from microsoft and others. this makes the store a haven for thieves and hackers that victimize customers. a boo and hiss is in order, go to mcdonald is instead.",2,Negative
in my area i am having consistent problems across all stores. the coffee never seems to taste right. i call the 800 number. they apologize and give me a nominal credit. it is ridiculous. i must have called their corp office at least 50 times. what does it take to get your stores trained to make a cup of coffee properly? you are a coffee company after all.,1,Very Negative
"dear starbucks team, received poor service in the o'hare oasis on thursday, nov 30, 2017. not only was i sold a bag of goods; the attendant told me that with over $20 i would receive $5 back, so i dutifully ordered another $4,50 item to reach the amount, to which she said, ""sorry the cash register did not work. i can not make good on the offer!"" what??!! seriously??! are we in the us? then i could get a receipt (for my expenses) because the same attendant threw out the receipt without asking and was not willing to get it or print another one? seriously??!!! to make things worse my venti caramel macchiato which i needed after 20 hours of flight time, did not get made. sorry?!!! ""that 's what y'all call ""service""?!! i am never upset and rarely served poorly in your stores but this one is an exception that drove me to write you. hope you fix your problems. i am done with y'all.",1,Very Negative
"absolutely adore starbucks coffee, whether bagged, brewed or k-cups. i sometimes have to wait five minutes for a 'pour over' since i often order decaf or 1/2 caf. that i do not understand, especially since it is late afternoon or early evening, when decaf would be needed. however, the coffee is wonderful, service done with a smile and the store atmosphere is welcoming.",4,Positive
i go to the starbucks in newnan georgia (#8569) just about every day. i want thank dilland (assistant manager) for always taking good care of me. he even knows me by name. this is why i come here so much. thanks.,5,Very Positive
"it seems as though starbucks are forgetting that customer service and respect is the basis of any business. the locations are now making bad cups of coffee, being disrespectful to customers, and if you complain they have a nerve to want to argue with you. the managers are just as unprofessional as the baristas. the management only want numbers for their store not good customer service. i have been a loyal customer of starbucks for years but i am done with this type of treatment. taking my business to panera bread. at least i am treated respectfully and they correct errors.",1,Very Negative
"i received my bank statement and noticed two back to back unauthorized charges for 50 dollars each. i have called starbucks over ten times to get this resolved. three times they hung up on me. the rest were a mix of random options, none of which has seen my money returned. i do not drink coffee nor have i ever had a starbucks card. they have said that my bank has to do a recharge for the amount, when asked why they could not do it, they responded by saying they do not have my credit card info. i attempted to provide it they said no. i asked them how did they take my money and not have my info.",1,Very Negative
"starbucks is getting more and more pricey for a bad cup of whatever you drink. everyone is sucked into this need to spend half your paycheck for a bad cup of joe. just because it is trendy. the quality of service and product has drop over the years but the price keeps going up, up, up. i am coming from a place where i see my wife spend hundreds a month on her favorite a chai tea. the thing that gets me is they never ever get it right when she orders. ever. 99 percent of the time they forget to put the whip cream on even when she says ""do not forget the whip cream."" or it will come warm not hot. think about it. a drink that cost $4.80 you think you could at least make it right. just so done with paying their prices for a sub par at best drink.",1,Very Negative
"well, i have had a lot of issues using my starbucks card. i called customer service to get a new card over a year ago and never received my card. i did not have time to call and get a new card so i just did not use it. also, your customer service is god awful and i am upset that i go to starbucks every week to get a coffee, as well as, my wife and i am never able to get the point. next, i was never able to use my card on my birthday because it would not register that i have a free birthday drink. thanks for that. it is just disappointing that this company can give two ** about the customer. thanks for the ** service over the years. lastly, try to get employees that have a better outlook on life. they all seem to be depressed. thanks or should i say, ""no thanks.""",1,Very Negative
"i called customer service to ask them to add my receipt from the store so i can have a stars added to my account. i explain to the representative that i left my phone at home that is why i have to pay cash. and his response was rude, well it is a one-time thing and it is my fault that i left my phone home. seriously!!! this is how you treat a customer who spends thousands of dollars a year for coffee and food at their place! never going back to starbucks again, i do not want to deal with people like that when i need help! and it is not like i was asking for free stars or rewards, i pay my money and i want my stars to be added to my account!",1,Very Negative
"starbucks stores are freezing!! especially on days where the temperature is between 60-80 degrees. i have complained on at least 3 occasions, but their temperature controls for ac are in seattle. unbelievable. furthermore, coffee is bitter (most of my friends agree) and the app is full of glitches. another example of how corporate offices can be out of touch with customers.",1,Very Negative
"bought the milk frother at the official starbucks website. had been a client for years. paid twice as much as similar product on stores because i thought that a company like starbucks would check the quality and consequently back up their providers, all to find out that the product is of a very poor quality. used it for not more than 20 times, paid $59.95 + tax for a product that did not last at all. when calling starbucks customer service, they need all sort of information, to corroborate that it is actually one of their products.",1,Very Negative
"i went to a starbucks and asked for a small coffee. the clerk taking my order began to educate me about what the sizes of cups were called, what a barista was and what starbucks represented. i indicated to him that i did not want to learn any of what he was telling me, that i felt no compelling need to learn their corporate culture and that, please, may i have a small coffee. he became bellicose. i assured him that he would not suffer my presence in his coffee shop in the future. i will not be back and btw, the coffee tasted burnt.",1,Very Negative
"i find the overhead music to be offensively pervasive and berating common intelligence most of the times with the unknown artist is lyrics. the lyrics are very antagonistic and condescend the listener is (in this case mine) feelings, thoughts, and activities leaving me to personally feel attacked and vulnerable to the programming it is perpetrating in my unconscious mind.",1,Very Negative
"i received a promotional email to buy $10 egift card through visa checkout and receive a $10 egift card in return. it is been over a month and i was told i would receive it on sept 30, 2017 but i still have not received it. my son also bought into this promotion and has not gotten his either. after several calls starbucks said first that it was sent and then another rep said they only gave it to a few people and a third said they do not see our order even though we had confirmation numbers from starbucks. it is false advertising and a scam. the reps will not help us or give us our money back. visa checkout will not help either because they said it is starbucks' problem not theirs. is not false advertising against the law? hate starbucks and will not go there ever again. i just want my hard earned money back for me and my son.",1,Very Negative
the stores can make their own rules which contrast with corporate policies and the head office do not even care about it. we even showed the store manager about the policies but they are ignored. we spent so much money to get to gold level and got my benefit waived because of their inconsistency. i never got any phone call from their manager to explain why they did it. such a big disappointment for a big company.,1,Very Negative
